Type,Dur,Delta,Sur,Goal
fronted,0.113294458,17.02429612,fronted,info-seeking
fronted,0.16040192,-26.95544222,fronted,info-seeking
fronted,0.130201409,11.38860771,fronted,info-seeking
fronted,0.03081581,-25.10336717,fronted,info-seeking
fronted,0.170323768,-17.35018106,fronted,info-seeking
fronted,0.126939609,64.43408857,fronted,info-seeking
fronted,0.18393084,25.15682746,fronted,info-seeking
fronted,0.19817901,-75.19345803,fronted,info-seeking
fronted,0.134083172,5.827502962,fronted,info-seeking
fronted,0.143697157,-14.7986505,fronted,info-seeking
fronted,0.160017518,-39.22695087,fronted,info-seeking
fronted,0.157029815,8.80156346,fronted,info-seeking
fronted,0.129687354,5.954246334,fronted,info-seeking
fronted,0.068814648,-10.40014621,fronted,info-seeking
fronted,0.122999914,71.68744315,fronted,info-seeking
fronted,0.201053807,-78.89590911,fronted,info-seeking
fronted,0.16639067,31.21872006,fronted,info-seeking
fronted,0.220581096,-8.991684816,fronted,info-seeking
fronted,0.198903905,24.73700565,fronted,info-seeking
fronted,0.160971609,-14.87658047,fronted,info-seeking
fronted,0.173168505,-19.86583611,fronted,info-seeking
fronted,0.190316813,-59.6935814,fronted,info-seeking
fronted,0.026436107,-6.153175038,fronted,info-seeking
fronted,0.01682537,89.73869647,fronted,info-seeking
fronted,-0.010869084,36.62229777,fronted,info-seeking
fronted,0.070372503,61.08831358,fronted,info-seeking
fronted,0.121797119,33.95635136,fronted,info-seeking
fronted,0.162733141,42.13573823,fronted,info-seeking
fronted,0.167418787,33.5251323,fronted,info-seeking
fronted,0.141518931,18.27613915,fronted,info-seeking
fronted,0.063714113,-19.46149587,fronted,info-seeking
fronted,0.093079206,-17.69239658,fronted,info-seeking
fronted,0.090673392,-55.78616095,fronted,info-seeking
fronted,0.130295001,1.110657349,fronted,info-seeking
fronted,0.189391381,33.39954718,fronted,info-seeking
fronted,0.097246675,38.12838404,fronted,info-seeking
fronted,0.130832905,4.711708556,fronted,info-seeking
fronted,0.140219234,-18.21650299,fronted,info-seeking
fronted,-0.010545231,118.6957884,fronted,info-seeking
fronted,0.073243078,27.59683634,fronted,info-seeking
fronted,0.121073576,51.99220903,fronted,info-seeking
fronted,0.216074494,-10.72736634,fronted,info-seeking
fronted,0.135370338,-0.035819885,fronted,info-seeking
fronted,0.06966081,17.32065072,fronted,info-seeking
fronted,0.089926053,61.12221137,fronted,info-seeking
fronted,0.110446699,-9.792579371,fronted,info-seeking
fronted,0.063823607,31.76790555,fronted,info-seeking
fronted,0.145852302,-73.40695647,fronted,info-seeking
fronted,0.14192924,-16.77633131,fronted,info-seeking
fronted,0.143653077,-44.7696925,fronted,info-seeking
fronted,0.076830003,41.03347081,fronted,info-seeking
fronted,0.135527536,-4.548100491,fronted,info-seeking
fronted,0.087410843,-12.60704789,fronted,info-seeking
fronted,0.169925141,50.15601388,fronted,info-seeking
fronted,0.173992147,41.13730128,fronted,info-seeking
fronted,0.122074218,-30.7155657,fronted,info-seeking
fronted,0.080969459,16.58080491,fronted,info-seeking
fronted,0.150600248,-42.50225072,fronted,info-seeking
fronted,0.152903984,-15.64770424,fronted,info-seeking
fronted,0.246052297,58.98393038,fronted,info-seeking
fronted,0.091634504,53.04638925,fronted,info-seeking
fronted,0.156206726,40.87853276,fronted,info-seeking
fronted,0.106165614,-19.04680953,fronted,info-seeking
fronted,0.066824824,-65.79528008,fronted,info-seeking
fronted,0.154462417,-40.62070813,fronted,info-seeking
fronted,0.079926212,35.29727619,fronted,info-seeking
fronted,0.130859794,-9.046803336,fronted,info-seeking
fronted,0.120334267,-75.82525715,fronted,info-seeking
fronted,0.178606424,-5.109360345,fronted,info-seeking
fronted,0.089840296,51.62349871,fronted,info-seeking
fronted,0.052884397,24.27164715,fronted,info-seeking
fronted,0.040579035,-27.97734579,fronted,info-seeking
fronted,0.19088148,-53.82694173,fronted,info-seeking
fronted,0.101823606,-28.16598741,fronted,info-seeking
fronted,0.145527693,2.549840414,fronted,info-seeking
fronted,0.088865336,32.99708024,fronted,info-seeking
fronted,0.145091955,-67.88235434,fronted,info-seeking
fronted,0.125150941,37.81730628,fronted,info-seeking
fronted,0.08808613,1.512859718,fronted,info-seeking
fronted,0.080540184,21.64303344,fronted,info-seeking
fronted,0.120665268,-57.65589532,fronted,info-seeking
fronted,0.103940028,-22.46237209,fronted,info-seeking
fronted,0.10636905,-14.67099952,fronted,info-seeking
fronted,0.099479855,38.55532908,fronted,info-seeking
fronted,0.108672008,37.99467168,fronted,info-seeking
fronted,0.07339073,16.83849301,fronted,info-seeking
fronted,0.074161016,58.54279833,fronted,info-seeking
fronted,0.086764854,-17.0673074,fronted,info-seeking
fronted,0.059575017,37.4368711,fronted,info-seeking
fronted,0.094845128,0.036141863,fronted,info-seeking
fronted,0.133845949,-22.48689735,fronted,info-seeking
fronted,0.166710111,34.25652681,fronted,info-seeking
fronted,0.133964947,50.58408103,fronted,info-seeking
fronted,0.156428018,32.64668401,fronted,info-seeking
fronted,0.139654431,-16.85299059,fronted,info-seeking
fronted,0.150332211,-15.43983316,fronted,info-seeking
fronted,0.119873996,50.4619215,fronted,info-seeking
content,0.206212219,-83.84277643,in-situ,info-seeking
content,0.113412885,-59.28350156,in-situ,info-seeking
content,0.254876572,0.518283573,in-situ,info-seeking
content,0.239487556,-8.164426403,in-situ,info-seeking
content,0.200738957,-45.93772233,in-situ,info-seeking
content,0.126977948,40.71078504,in-situ,info-seeking
content,0.057734126,-121.5888013,in-situ,info-seeking
content,0.071999991,8.295300237,in-situ,info-seeking
content,0.118422039,74.77402658,in-situ,info-seeking
content,0.372584484,-46.1687503,in-situ,info-seeking
content,0.12636492,2.475060222,in-situ,info-seeking
content,0.148279033,-55.36878368,in-situ,info-seeking
content,0.268185022,-22.57357309,in-situ,info-seeking
content,0.252071662,28.65008801,in-situ,info-seeking
content,0.330257852,-77.12283842,in-situ,info-seeking
content,0.213185803,-55.15674429,in-situ,info-seeking
content,0.198144578,11.32027534,in-situ,info-seeking
content,0.355140413,4.195022193,in-situ,info-seeking
content,0.338277584,28.11534907,in-situ,info-seeking
content,0.186863817,55.38320014,in-situ,info-seeking
content,0.291493905,25.85225542,in-situ,info-seeking
content,0.240512989,-87.12873826,in-situ,info-seeking
content,0.122599871,-11.82294605,in-situ,info-seeking
content,0.247322511,-45.63303307,in-situ,info-seeking
content,0.198172469,-21.58548277,in-situ,info-seeking
content,0.151400772,34.87303466,in-situ,info-seeking
content,0.302640836,-4.339273296,in-situ,info-seeking
content,0.102675424,-11.73690474,in-situ,info-seeking
content,0.131874359,-28.5727687,in-situ,info-seeking
content,0.098707525,3.051958506,in-situ,info-seeking
content,0.251861678,-93.30483039,in-situ,info-seeking
content,0.33547277,-47.0065789,in-situ,info-seeking
content,0.156218418,77.63269928,in-situ,info-seeking
content,0.152911309,16.45105491,in-situ,info-seeking
content,-0.000853913,-80.04477673,in-situ,info-seeking
content,0.070272139,-96.35835323,in-situ,info-seeking
content,0.253870491,-79.8940832,in-situ,info-seeking
content,0.290888174,14.25160656,in-situ,info-seeking
content,0.153762679,5.262094847,in-situ,info-seeking
content,0.043245732,-55.99833052,in-situ,info-seeking
content,0.311332054,-43.77375923,in-situ,info-seeking
content,0.269402647,38.59522343,in-situ,info-seeking
content,0.062544953,-40.00604449,in-situ,info-seeking
content,0.0535191,-24.79924443,in-situ,info-seeking
content,0.190375957,0.33154945,in-situ,info-seeking
content,0.34730305,-32.37731069,in-situ,info-seeking
content,0.259156629,-66.17702091,in-situ,info-seeking
content,0.112344897,-46.48026351,in-situ,info-seeking
content,0.032609388,-87.33471386,in-situ,info-seeking
content,0.207536894,7.473037791,in-situ,info-seeking
content,0.25471889,60.2322194,in-situ,info-seeking
content,0.181616944,-6.28965529,in-situ,info-seeking
content,0.191921709,28.47431149,in-situ,info-seeking
content,0.289759421,-61.0467305,in-situ,info-seeking
content,0.159550897,-29.80771042,in-situ,info-seeking
content,0.091837032,-29.55107705,in-situ,info-seeking
content,0.216082317,-108.716568,in-situ,info-seeking
content,0.155352867,-15.79112506,in-situ,info-seeking
content,0.184765784,8.079966551,in-situ,info-seeking
content,0.165826804,20.56571342,in-situ,info-seeking
content,0.219397306,59.23014277,in-situ,info-seeking
content,0.115900371,-111.2855814,in-situ,info-seeking
content,0.185683361,16.54453887,in-situ,info-seeking
content,0.247379359,22.62462824,in-situ,info-seeking
content,0.156685037,-34.07118114,in-situ,info-seeking
content,0.124275165,15.61547484,in-situ,info-seeking
content,0.223414679,-107.7314906,in-situ,info-seeking
content,0.434680755,-8.116174564,in-situ,info-seeking
content,0.088342128,-212.5833229,in-situ,info-seeking
content,0.270728678,-2.143675392,in-situ,info-seeking
content,0.229228854,76.71462787,in-situ,info-seeking
content,0.062776422,73.07127947,in-situ,info-seeking
content,0.385198655,-183.8764899,in-situ,info-seeking
content,0.299606246,11.4917297,in-situ,info-seeking
content,0.27446128,-42.61407956,in-situ,info-seeking
content,0.320339673,-22.7566032,in-situ,info-seeking
content,0.128223847,-156.7525496,in-situ,info-seeking
content,0.099494778,2.319456587,in-situ,info-seeking
content,0.169503005,-53.43831628,in-situ,info-seeking
content,0.243989779,1.637542052,in-situ,info-seeking
content,0.245929534,-32.92101357,in-situ,info-seeking
content,0.263000219,-83.93680361,in-situ,info-seeking
content,0.251455907,-0.851003439,in-situ,info-seeking
content,0.164536348,15.16353513,in-situ,info-seeking
content,0.131521241,-17.90544218,in-situ,info-seeking
content,0.24432638,13.45322114,in-situ,info-seeking
content,0.184557283,-49.60334833,in-situ,info-seeking
content,0.403698893,57.34336423,in-situ,info-seeking
content,0.204553958,-43.11868484,in-situ,info-seeking
content,0.286726768,-56.67525618,in-situ,info-seeking
content,0.109760208,42.47020951,in-situ,info-seeking
content,0.101936564,46.95214348,in-situ,info-seeking
content,0.391152023,20.3975114,in-situ,info-seeking
content,0.129452259,-7.742431509,in-situ,info-seeking
content,0.247626204,76.30627606,in-situ,info-seeking
content,0.22865847,-83.03193287,in-situ,info-seeking
content,0.126158855,48.35182541,in-situ,info-seeking
content,0.140563465,83.61464055,in-situ,info-seeking
content,0.278016934,-17.88767613,in-situ,info-seeking
content,0.178386654,14.59192654,in-situ,info-seeking
content,0.244969483,16.05841567,in-situ,info-seeking
content,0.095883704,51.7649466,in-situ,info-seeking
content,0.347087891,-73.74689195,in-situ,info-seeking
content,0.134235635,33.54867363,in-situ,info-seeking
content,0.100890657,-125.7361114,in-situ,info-seeking
content,0.418076087,105.7835601,in-situ,info-seeking
content,0.157312007,-56.16694899,in-situ,info-seeking
content,0.241508058,-40.56358966,in-situ,info-seeking
content,0.198066897,-5.395427904,in-situ,info-seeking
content,0.239042818,-97.6887655,in-situ,info-seeking
content,0.151766321,-37.30433086,in-situ,info-seeking
content,0.129867766,-17.46708161,in-situ,info-seeking
content,0.160601585,-42.01762512,in-situ,info-seeking
content,0.206183922,102.6885713,in-situ,info-seeking
content,0.255207987,-130.4947033,in-situ,info-seeking
content,0.221413061,-27.67218729,in-situ,info-seeking
content,0.221348171,50.86387247,in-situ,info-seeking
content,0.196369657,-72.36203745,in-situ,info-seeking
content,0.279610244,-29.72467314,in-situ,info-seeking
content,0.148103115,97.61222916,in-situ,info-seeking
content,0.304343886,-135.4227848,in-situ,info-seeking
content,0.339377425,-70.37042759,in-situ,info-seeking
content,0.193999138,-94.51466693,in-situ,info-seeking
content,0.170061443,17.27042997,in-situ,info-seeking
content,0.127005972,-74.19444314,in-situ,info-seeking
content,0.14465437,7.380872067,in-situ,info-seeking
content,0.194019026,-60.72087213,in-situ,info-seeking
content,0.151169319,-30.55481552,in-situ,info-seeking
content,0.287061845,31.13363907,in-situ,info-seeking
content,0.304798878,-12.84894575,in-situ,info-seeking
content,0.323178688,-139.9090265,in-situ,info-seeking
content,0.208221222,-53.99889722,in-situ,info-seeking
content,0.148707181,22.41186589,in-situ,info-seeking
content,0.121306381,92.52809824,in-situ,info-seeking
content,0.089600232,-89.40328354,in-situ,info-seeking
content,0.182328593,-35.20834998,in-situ,info-seeking
content,0.220247694,-26.21681342,in-situ,info-seeking
content,0.269204475,-66.02658636,in-situ,info-seeking
content,0.195380464,-105.7807042,in-situ,info-seeking
content,0.203714978,91.2223645,in-situ,info-seeking
content,0.227906934,69.17869043,in-situ,info-seeking
content,0.274443848,-107.2578023,in-situ,info-seeking
content,0.305081524,-136.4395626,in-situ,info-seeking
content,0.293834446,-38.18929942,in-situ,info-seeking
content,0.081911632,5.095066914,in-situ,info-seeking
content,0.188411444,-29.10308549,in-situ,info-seeking
content,0.238823922,47.8316976,in-situ,info-seeking
content,0.344196193,-36.303446,in-situ,info-seeking
content,0.199311212,-92.50510263,in-situ,info-seeking
content,0.242260284,71.71950507,in-situ,info-seeking
content,0.217544983,-35.53892691,in-situ,info-seeking
content,0.228112551,-38.59337164,in-situ,info-seeking
content,0.144651181,-37.32044198,in-situ,info-seeking
content,0.214402583,-17.80238896,in-situ,info-seeking
content,0.237425529,-163.0225558,in-situ,info-seeking
content,0.003819363,20.55901251,in-situ,info-seeking
content,0.112575833,22.87888286,in-situ,info-seeking
content,0.194243965,17.25354194,in-situ,info-seeking
content,0.273269715,-46.36921384,in-situ,info-seeking
content,0.108385605,-15.15418171,in-situ,info-seeking
content,0.296274791,-108.9778129,in-situ,info-seeking
content,0.210899605,0.774709894,in-situ,info-seeking
content,0.141371947,-71.19342485,in-situ,info-seeking
content,0.236147145,59.30590698,in-situ,info-seeking
content,0.245397242,-77.84501851,in-situ,info-seeking
content,0.183511431,-147.1484375,in-situ,info-seeking
content,0.196086955,-10.66848637,in-situ,info-seeking
content,0.239480025,-120.9421847,in-situ,info-seeking
content,0.232030085,-77.9687373,in-situ,info-seeking
content,0.18298529,27.94245883,in-situ,info-seeking
content,0.158503692,93.27316632,in-situ,info-seeking
content,0.100722884,-37.29108038,in-situ,info-seeking
content,0.238817917,38.19302509,in-situ,info-seeking
content,0.10527992,-105.4584951,in-situ,info-seeking
content,0.323085465,84.59969352,in-situ,info-seeking
content,0.263619002,-21.53836868,in-situ,info-seeking
content,0.328103735,-68.92000289,in-situ,info-seeking
content,0.180377102,3.084097527,in-situ,info-seeking
content,0.177921643,-70.71602811,in-situ,info-seeking
content,0.324408132,-18.14981074,in-situ,info-seeking
echo,0.200563476,72.90550645,in-situ,clarification
echo,0.258803814,94.12303761,in-situ,clarification
echo,0.384544345,209.0367099,in-situ,clarification
echo,0.330006579,113.43834,in-situ,clarification
echo,0.336263813,117.2141809,in-situ,clarification
echo,0.339479713,219.0807126,in-situ,clarification
echo,0.341016141,138.5171972,in-situ,clarification
echo,0.176735102,27.64462836,in-situ,clarification
echo,0.128347873,64.78737649,in-situ,clarification
echo,0.301016707,80.28080772,in-situ,clarification
echo,0.258450021,187.5411721,in-situ,clarification
echo,0.229303132,132.022683,in-situ,clarification
echo,0.251914809,134.6536904,in-situ,clarification
echo,0.306847647,116.019055,in-situ,clarification
echo,0.24055596,73.20319474,in-situ,clarification
echo,0.329827932,223.6960709,in-situ,clarification
echo,0.244097054,140.8898189,in-situ,clarification
echo,0.203768444,-17.42165878,in-situ,clarification
echo,0.23109478,153.962527,in-situ,clarification
echo,0.255818032,78.53810208,in-situ,clarification
echo,0.165900625,40.31470076,in-situ,clarification
echo,0.297397926,94.90688091,in-situ,clarification
echo,0.279532621,43.00100822,in-situ,clarification
echo,0.071549042,62.08696254,in-situ,clarification
echo,0.252574316,68.75806587,in-situ,clarification
echo,0.180973996,0.559991119,in-situ,clarification
echo,0.252349114,162.7265254,in-situ,clarification
echo,0.282888389,118.7613971,in-situ,clarification
echo,0.189445148,35.79793442,in-situ,clarification
echo,0.279795183,189.4511452,in-situ,clarification
echo,0.279366908,136.3041176,in-situ,clarification
echo,0.240663395,89.95441268,in-situ,clarification
echo,0.286869964,166.4098022,in-situ,clarification
echo,0.181393395,165.3183227,in-situ,clarification
echo,0.318616241,161.6854573,in-situ,clarification
echo,0.331195005,153.1456501,in-situ,clarification
echo,0.271519819,144.4914251,in-situ,clarification
echo,0.236879196,104.9320402,in-situ,clarification
echo,0.22227939,89.25479926,in-situ,clarification
echo,0.263092027,84.46854,in-situ,clarification
echo,0.281506493,64.28276327,in-situ,clarification
echo,0.185594346,95.55301992,in-situ,clarification
echo,0.22704714,27.62307401,in-situ,clarification
echo,0.371492085,248.2375648,in-situ,clarification
echo,0.307556033,186.5056482,in-situ,clarification
echo,0.224599737,36.76330086,in-situ,clarification
echo,0.186248219,83.02877055,in-situ,clarification
echo,0.233753728,78.93227944,in-situ,clarification
echo,0.244640268,159.0121875,in-situ,clarification
echo,0.27540834,103.5536502,in-situ,clarification
echo,0.252498759,125.1816665,in-situ,clarification
echo,0.26884603,107.0753077,in-situ,clarification
echo,0.248012695,106.1551987,in-situ,clarification
echo,0.345108707,196.8247751,in-situ,clarification
echo,0.309816042,94.40607325,in-situ,clarification
echo,0.209955953,206.3235551,in-situ,clarification
echo,0.171099853,9.420964294,in-situ,clarification
echo,0.335108723,146.4632344,in-situ,clarification
echo,0.288040306,116.8651726,in-situ,clarification
echo,0.319097682,122.780625,in-situ,clarification
echo,0.160646468,133.2962728,in-situ,clarification
echo,0.172969157,76.64107905,in-situ,clarification
echo,0.255364056,87.50464578,in-situ,clarification
echo,0.192325587,43.47828079,in-situ,clarification
echo,0.236917035,40.0597983,in-situ,clarification
echo,0.287744439,128.4070258,in-situ,clarification
echo,0.307925292,137.7009847,in-situ,clarification
echo,0.284773959,112.3139389,in-situ,clarification
echo,0.206089773,168.1533706,in-situ,clarification
echo,0.328000176,240.601582,in-situ,clarification
echo,0.231232403,77.36643699,in-situ,clarification
echo,0.161973569,-39.42633832,in-situ,clarification
echo,0.229286973,173.5153388,in-situ,clarification
echo,0.254459382,63.35173196,in-situ,clarification
echo,0.278304584,64.71305177,in-situ,clarification
echo,0.208479691,174.7893646,in-situ,clarification
echo,0.26558546,90.61594862,in-situ,clarification
echo,0.246712039,30.49311217,in-situ,clarification
echo,0.320356736,120.5555564,in-situ,clarification
echo,0.311571955,99.98701126,in-situ,clarification
echo,0.282129996,109.2793532,in-situ,clarification
echo,0.237515179,133.6585903,in-situ,clarification
echo,0.187372291,85.09881416,in-situ,clarification
echo,0.242179015,150.3023038,in-situ,clarification
echo,0.264061768,94.74555675,in-situ,clarification
echo,0.262730192,130.2219651,in-situ,clarification
echo,0.326406017,179.3673635,in-situ,clarification
echo,0.304009979,136.8640808,in-situ,clarification
echo,0.199850111,87.97205568,in-situ,clarification
echo,0.343296969,182.7056931,in-situ,clarification
echo,0.193803679,172.7294322,in-situ,clarification
echo,0.27754129,144.1367857,in-situ,clarification
echo,0.251986988,124.2446471,in-situ,clarification
echo,0.26807615,68.57390058,in-situ,clarification
echo,0.32926447,196.3141053,in-situ,clarification
echo,0.297095145,70.34982912,in-situ,clarification
echo,0.33902452,249.4180787,in-situ,clarification
echo,0.287063964,207.3603097,in-situ,clarification
echo,0.230165473,93.76827719,in-situ,clarification
echo,0.256304352,42.97426892,in-situ,clarification
echo,0.267636965,63.27426705,in-situ,clarification
echo,0.287381132,125.4106672,in-situ,clarification
echo,0.172951175,93.06223928,in-situ,clarification
echo,0.297166675,86.58376322,in-situ,clarification
echo,0.229684003,47.77940608,in-situ,clarification
echo,0.160257497,106.0166685,in-situ,clarification
echo,0.231694405,58.48871943,in-situ,clarification
echo,0.262045053,1.764490607,in-situ,clarification
echo,0.273111463,84.48423943,in-situ,clarification
echo,0.262502128,167.9432279,in-situ,clarification
echo,0.252301376,71.95018071,in-situ,clarification
echo,0.30248393,147.963237,in-situ,clarification
echo,0.214511855,4.980201294,in-situ,clarification
echo,0.247769586,105.3399267,in-situ,clarification
echo,0.194622295,142.2745981,in-situ,clarification
echo,0.268858646,128.2544538,in-situ,clarification
echo,0.20534512,115.697503,in-situ,clarification
echo,0.201218659,67.75169977,in-situ,clarification
echo,0.230055353,54.32613141,in-situ,clarification
echo,0.292826505,43.12148878,in-situ,clarification
echo,0.28345694,116.4664107,in-situ,clarification
echo,0.244903323,48.04559547,in-situ,clarification
echo,0.234745397,77.39686587,in-situ,clarification
echo,0.182123916,92.45838067,in-situ,clarification
echo,0.206990568,227.3543964,in-situ,clarification
echo,0.156360074,67.02944327,in-situ,clarification
echo,0.268734184,124.0297527,in-situ,clarification
echo,0.341996318,113.9170616,in-situ,clarification
echo,0.23950015,47.12173187,in-situ,clarification
echo,0.247284575,104.3284339,in-situ,clarification
echo,0.263338634,201.703574,in-situ,clarification
echo,0.223107159,137.9126469,in-situ,clarification
echo,0.222334608,111.5578123,in-situ,clarification
echo,0.307072246,81.76887742,in-situ,clarification
echo,0.141483054,-22.98653299,in-situ,clarification
echo,0.315090321,181.5834514,in-situ,clarification
echo,0.194820988,15.08110245,in-situ,clarification
echo,0.276205691,156.4415352,in-situ,clarification
echo,0.299710521,231.545308,in-situ,clarification
echo,0.202684776,16.15687958,in-situ,clarification
